[DEBUG 22:25:08 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:44 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:45 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:46 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:47 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:48 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:49 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:50 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:51 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:52 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:54 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:55 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:56 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:57 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:58 sjtuautorun] ('Emulator status', '')
[DEBUG 22:25:59 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:00 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:01 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:02 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:03 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:04 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:05 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:06 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:07 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:08 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:09 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:10 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:11 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:12 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:13 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:14 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:15 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:16 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:18 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:19 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:20 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:21 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:22 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:23 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:24 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:25 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:26 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:27 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:28 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:29 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:30 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:31 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:32 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:33 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:34 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:35 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:36 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:37 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:38 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:39 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:40 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:42 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:43 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:44 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:45 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:46 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:47 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:48 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:49 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:50 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:51 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:52 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:53 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:54 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:55 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:56 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:57 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:58 sjtuautorun] ('Emulator status', '')
[DEBUG 22:26:59 sjtuautorun] ('Emulator status', '')
[DEBUG 22:27:00 sjtuautorun] ('Emulator status', '')
[DEBUG 22:27:01 sjtuautorun] ('Emulator status', '')
[DEBUG 22:27:02 sjtuautorun] ('Emulator status', '')
[DEBUG 22:27:03 sjtuautorun] ('Emulator status', '')
[DEBUG 22:27:05 sjtuautorun] ('Emulator status', '')
[DEBUG 22:27:06 sjtuautorun] ('Emulator status', '')
[DEBUG 22:27:07 sjtuautorun] ('Emulator status', '')
[DEBUG 22:27:08 sjtuautorun] ('Emulator status', '')
[ERROR 22:27:09 sjtuautorun] ===================ERROR===================
[ERROR 22:27:09 sjtuautorun] 模拟器启动超时！ 请检查模拟器路径!
[ERROR 22:27:09 sjtuautorun] ====================END====================
